Id de empleado,Fecha y hora de interacción,Id del caso,Tipo de interacci�n,Id de cliente,Cola,Tipo de cliente,Duraci�n
EMP0179,3/21/2025 15:05,CASE019252,teléfono,CL61222,pre-venta,comprador,541
EMP0179,1/23/2025 12:06,CASE019253,teléfono,CL35098,reclamos,comprador,568
EMP0011,2/11/2025 05:24,CASE019254,teléfono,CL55231,post-venta,comprador,539
EMP0217,1/14/2025 04:44,CASE019255,chat,CL18658,pre-venta,comprador,616
EMP0009,3/24/2025 13:30,CASE019256,teléfono,CL16411,reclamos,vendedor,676
EMP0112,1/1/2025 19:41,CASE019257,teléfono,CL14112,post-venta,comprador,635
EMP0043,3/2/2025 09:25,CASE019258,chat,CL43053,post-venta,vendedor,593
EMP0166,1/29/2025 02:30,CASE019259,chat,CL61060,post-venta,comprador,728
EMP0044,3/11/2025 19:56,CASE019260,chat,CL34453,reclamos,vendedor,504
EMP0181,1/8/2025 14:16,CASE019261,teléfono,CL75223,post-venta,comprador,420
EMP0188,2/16/2025 00:58,CASE019262,chat,CL70752,pre-venta,vendedor,638
EMP0240,1/25/2025 17:25,CASE019263,chat,CL96288,reclamos,comprador,595
EMP0254,1/18/2025 17:56,CASE019264,chat,CL62099,post-venta,vendedor,579
EMP0086,1/19/2025 11:33,CASE019265,chat,CL52412,post-venta,comprador,441
EMP0184,2/24/2025 10:48,CASE019266,chat,CL68931,pre-venta,comprador,623
EMP0174,3/28/2025 09:47,CASE019267,chat,CL27419,reclamos,comprador,815
EMP0241,2/6/2025 04:51,CASE019268,teléfono,CL52848,post-venta,vendedor,440
EMP0218,2/20/2025 19:32,CASE019269,teléfono,CL65358,post-venta,comprador,581
EMP0293,1/30/2025 21:56,CASE019270,teléfono,CL96298,reclamos,vendedor,609
EMP0118,3/7/2025 15:52,CASE019271,teléfono,CL51259,pre-venta,comprador,546
EMP0205,1/12/2025 20:34,CASE019272,teléfono,CL84261,post-venta,vendedor,619
EMP0203,3/18/2025 16:51,CASE019273,chat,CL34112,post-venta,vendedor,546
EMP0184,1/7/2025 22:19,CASE019274,teléfono,CL10975,post-venta,vendedor,618
EMP0195,1/2/2025 00:30,CASE019275,chat,CL31519,pre-venta,comprador,569
EMP0035,1/19/2025 00:55,CASE019276,chat,CL42846,post-venta,vendedor,535
EMP0170,2/18/2025 14:23,CASE019277,teléfono,CL64499,reclamos,comprador,590
EMP0026,3/3/2025 02:32,CASE019278,chat,CL22218,pre-venta,comprador,657
EMP0112,3/17/2025 15:52,CASE019279,chat,CL73818,post-venta,comprador,413
EMP0099,3/6/2025 03:11,CASE019280,teléfono,CL53850,post-venta,comprador,683
EMP0189,3/10/2025 12:46,CASE019281,chat,CL29420,pre-venta,comprador,512
EMP0125,2/4/2025 00:17,CASE019282,chat,CL15508,reclamos,vendedor,674
EMP0173,3/23/2025 12:10,CASE019283,teléfono,CL28394,pre-venta,comprador,519
EMP0080,1/17/2025 09:30,CASE019284,chat,CL41460,reclamos,comprador,685
EMP0239,3/19/2025 20:04,CASE019285,chat,CL77211,pre-venta,comprador,594
EMP0106,1/10/2025 04:22,CASE019286,teléfono,CL89157,post-venta,comprador,488
EMP0099,3/22/2025 00:56,CASE019287,chat,CL74927,reclamos,comprador,547
EMP0078,1/26/2025 17:39,CASE019288,chat,CL46419,post-venta,comprador,743
EMP0186,3/27/2025 01:25,CASE019289,teléfono,CL36510,post-venta,comprador,606
EMP0122,2/27/2025 06:38,CASE019290,chat,CL33660,pre-venta,comprador,545
EMP0158,1/21/2025 09:33,CASE019291,chat,CL64771,pre-venta,comprador,736
EMP0202,2/13/2025 14:06,CASE019292,chat,CL15039,post-venta,comprador,702
EMP0191,1/26/2025 22:23,CASE019293,teléfono,CL11209,post-venta,comprador,499
EMP0154,2/9/2025 22:31,CASE019294,teléfono,CL92776,pre-venta,comprador,575
EMP0295,2/5/2025 06:21,CASE019295,teléfono,CL57281,reclamos,vendedor,388
EMP0030,1/29/2025 03:48,CASE019296,teléfono,CL54952,reclamos,vendedor,704
EMP0141,1/23/2025 23:31,CASE019297,teléfono,CL90593,pre-venta,vendedor,600
EMP0103,3/25/2025 23:52,CASE019298,teléfono,CL58892,pre-venta,vendedor,680
EMP0065,3/12/2025 13:28,CASE019299,teléfono,CL54194,pre-venta,comprador,368
EMP0231,3/21/2025 15:56,CASE019300,teléfono,CL10358,reclamos,vendedor,566
EMP0130,2/19/2025 17:29,CASE019301,teléfono,CL23709,pre-venta,comprador,620
EMP0023,2/25/2025 21:43,CASE019302,chat,CL73281,post-venta,vendedor,345
EMP0290,1/6/2025 21:58,CASE019303,teléfono,CL75677,post-venta,comprador,678
EMP0105,2/7/2025 03:55,CASE019304,chat,CL36438,reclamos,vendedor,561
EMP0042,2/6/2025 03:32,CASE019305,chat,CL37664,pre-venta,comprador,389
EMP0170,3/22/2025 01:55,CASE019306,teléfono,CL29373,reclamos,comprador,538
EMP0202,2/12/2025 21:36,CASE019307,teléfono,CL53583,pre-venta,comprador,654
EMP0022,2/25/2025 11:08,CASE019308,chat,CL99175,pre-venta,vendedor,490
EMP0250,3/30/2025 00:42,CASE019309,teléfono,CL96332,reclamos,vendedor,594
EMP0035,1/11/2025 09:51,CASE019310,chat,CL76188,pre-venta,comprador,548
EMP0223,3/23/2025 21:39,CASE019311,chat,CL45841,pre-venta,vendedor,360
EMP0044,1/24/2025 05:28,CASE019312,teléfono,CL79582,pre-venta,vendedor,674
EMP0187,1/19/2025 08:04,CASE019313,teléfono,CL61208,pre-venta,vendedor,696
EMP0091,1/23/2025 11:42,CASE019314,teléfono,CL79302,post-venta,comprador,737
EMP0289,1/8/2025 19:07,CASE019315,chat,CL87396,reclamos,vendedor,601
EMP0016,2/22/2025 18:09,CASE019316,chat,CL90276,reclamos,vendedor,658
EMP0127,2/17/2025 11:30,CASE019317,teléfono,CL90245,reclamos,vendedor,406
EMP0261,1/19/2025 22:12,CASE019318,teléfono,CL35776,pre-venta,vendedor,628
EMP0216,3/5/2025 10:14,CASE019319,teléfono,CL67008,post-venta,vendedor,561
EMP0112,3/13/2025 11:15,CASE019320,teléfono,CL15167,reclamos,vendedor,590
EMP0219,3/11/2025 02:11,CASE019321,chat,CL69631,post-venta,comprador,465
EMP0270,1/1/2025 05:13,CASE019322,chat,CL87460,pre-venta,vendedor,734
EMP0070,1/16/2025 17:27,CASE019323,teléfono,CL81712,reclamos,vendedor,401
EMP0123,3/25/2025 22:02,CASE019324,teléfono,CL48036,pre-venta,comprador,632
EMP0115,3/8/2025 23:41,CASE019325,chat,CL80620,pre-venta,vendedor,489
EMP0091,1/1/2025 16:11,CASE019326,teléfono,CL69826,pre-venta,vendedor,854
EMP0237,2/15/2025 22:16,CASE019327,teléfono,CL15834,post-venta,vendedor,683
EMP0220,1/20/2025 00:47,CASE019328,chat,CL47288,reclamos,comprador,596
EMP0147,2/15/2025 15:06,CASE019329,chat,CL53595,pre-venta,comprador,476
EMP0062,1/26/2025 02:43,CASE019330,chat,CL12348,pre-venta,vendedor,706
EMP0138,1/30/2025 13:47,CASE019331,chat,CL63390,reclamos,comprador,208
EMP0056,3/12/2025 06:08,CASE019332,teléfono,CL87243,reclamos,vendedor,646
EMP0267,1/26/2025 05:55,CASE019333,teléfono,CL92187,pre-venta,vendedor,661
EMP0236,3/29/2025 15:48,CASE019334,teléfono,CL18231,pre-venta,vendedor,654
EMP0094,2/1/2025 21:11,CASE019335,chat,CL72195,post-venta,comprador,700
EMP0206,3/8/2025 13:29,CASE019336,teléfono,CL64689,post-venta,comprador,532
EMP0080,3/9/2025 13:55,CASE019337,teléfono,CL70757,pre-venta,vendedor,665
EMP0144,2/17/2025 11:02,CASE019338,chat,CL89791,post-venta,comprador,519
EMP0188,1/29/2025 04:19,CASE019339,teléfono,CL84959,post-venta,vendedor,500
EMP0051,2/12/2025 14:33,CASE019340,teléfono,CL40270,post-venta,comprador,476
EMP0128,1/3/2025 14:48,CASE019341,teléfono,CL51311,reclamos,vendedor,569
EMP0227,1/23/2025 20:07,CASE019342,teléfono,CL87449,pre-venta,vendedor,733
EMP0292,2/6/2025 09:08,CASE019343,chat,CL39215,pre-venta,comprador,805
EMP0265,1/16/2025 07:50,CASE019344,teléfono,CL68886,pre-venta,vendedor,567
EMP0288,2/27/2025 23:28,CASE019345,teléfono,CL44694,pre-venta,comprador,522
EMP0238,3/2/2025 16:24,CASE019346,teléfono,CL49358,post-venta,comprador,759
EMP0044,1/18/2025 02:24,CASE019347,teléfono,CL95466,post-venta,comprador,652
EMP0147,3/16/2025 06:57,CASE019348,teléfono,CL15073,post-venta,comprador,603
EMP0043,1/31/2025 02:03,CASE019349,chat,CL40077,pre-venta,vendedor,467
EMP0095,3/14/2025 13:39,CASE019350,chat,CL97612,reclamos,vendedor,771
EMP0141,1/11/2025 00:18,CASE019351,teléfono,CL85964,post-venta,vendedor,611
EMP0238,2/14/2025 06:51,CASE019352,teléfono,CL43310,pre-venta,comprador,600
EMP0138,1/24/2025 23:26,CASE019353,chat,CL61748,pre-venta,comprador,665
EMP0176,3/2/2025 08:49,CASE019354,chat,CL44782,pre-venta,comprador,602
EMP0148,3/28/2025 20:39,CASE019355,chat,CL10561,post-venta,vendedor,776
EMP0116,1/13/2025 14:34,CASE019356,teléfono,CL79565,pre-venta,vendedor,721
EMP0262,1/14/2025 08:52,CASE019357,teléfono,CL40044,reclamos,vendedor,532
EMP0200,3/15/2025 20:58,CASE019358,chat,CL15314,pre-venta,vendedor,610
EMP0064,1/25/2025 07:28,CASE019359,chat,CL39071,post-venta,comprador,529
EMP0029,2/6/2025 06:16,CASE019360,chat,CL68884,reclamos,comprador,826
EMP0009,2/20/2025 06:57,CASE019361,teléfono,CL41323,post-venta,vendedor,513
EMP0221,1/3/2025 00:23,CASE019362,chat,CL62032,pre-venta,vendedor,585
EMP0023,3/24/2025 11:25,CASE019363,teléfono,CL10294,post-venta,comprador,643
EMP0236,3/22/2025 09:42,CASE019364,teléfono,CL66362,reclamos,vendedor,660
EMP0143,3/12/2025 03:52,CASE019365,chat,CL16260,post-venta,vendedor,680
EMP0242,3/21/2025 01:47,CASE019366,teléfono,CL19975,reclamos,vendedor,696
EMP0058,1/8/2025 10:56,CASE019367,teléfono,CL45865,pre-venta,comprador,683
EMP0146,3/5/2025 04:46,CASE019368,chat,CL80157,reclamos,vendedor,548
EMP0146,1/10/2025 06:04,CASE019369,teléfono,CL81636,post-venta,vendedor,534
EMP0007,3/27/2025 18:20,CASE019370,chat,CL64624,post-venta,vendedor,604
EMP0130,1/22/2025 04:14,CASE019371,chat,CL12142,reclamos,vendedor,533
EMP0210,3/21/2025 00:26,CASE019372,teléfono,CL75765,reclamos,comprador,521
EMP0234,2/8/2025 05:32,CASE019373,chat,CL93888,post-venta,comprador,549
EMP0020,2/9/2025 07:45,CASE019374,chat,CL50134,post-venta,vendedor,852
EMP0057,1/18/2025 11:59,CASE019375,teléfono,CL88675,pre-venta,comprador,785
EMP0141,1/31/2025 16:51,CASE019376,chat,CL96941,pre-venta,comprador,571
EMP0117,3/17/2025 20:58,CASE019377,chat,CL16710,reclamos,comprador,352
EMP0024,3/7/2025 22:30,CASE019378,chat,CL75095,post-venta,vendedor,529
EMP0115,3/28/2025 11:49,CASE019379,chat,CL86044,reclamos,vendedor,705
EMP0272,1/23/2025 02:40,CASE019380,teléfono,CL37972,pre-venta,vendedor,412
EMP0035,2/10/2025 10:42,CASE019381,teléfono,CL80004,reclamos,comprador,672
EMP0238,2/18/2025 22:08,CASE019382,chat,CL96676,post-venta,comprador,664
EMP0265,1/19/2025 12:01,CASE019383,teléfono,CL82398,reclamos,comprador,602
EMP0014,1/31/2025 06:40,CASE019384,chat,CL47690,pre-venta,vendedor,595
EMP0076,3/2/2025 21:42,CASE019385,teléfono,CL25187,pre-venta,vendedor,491
EMP0023,2/12/2025 16:12,CASE019386,teléfono,CL40780,post-venta,vendedor,683
EMP0177,3/4/2025 06:45,CASE019387,teléfono,CL60990,reclamos,vendedor,637
EMP0001,3/30/2025 07:04,CASE019388,chat,CL83499,pre-venta,comprador,542
EMP0208,2/2/2025 17:37,CASE019389,chat,CL53068,reclamos,comprador,505
EMP0050,1/12/2025 06:54,CASE019390,teléfono,CL33230,pre-venta,comprador,456
EMP0058,2/21/2025 16:24,CASE019391,teléfono,CL81442,pre-venta,comprador,644
EMP0203,2/9/2025 23:53,CASE019392,chat,CL95996,pre-venta,vendedor,575
EMP0285,1/26/2025 20:21,CASE019393,chat,CL36248,reclamos,comprador,577
EMP0002,3/17/2025 15:27,CASE019394,teléfono,CL11862,post-venta,vendedor,412
EMP0144,3/13/2025 11:25,CASE019395,chat,CL99795,pre-venta,comprador,468
EMP0080,3/24/2025 01:46,CASE019396,chat,CL66295,reclamos,vendedor,455
EMP0155,2/1/2025 06:27,CASE019397,chat,CL20443,pre-venta,comprador,692
EMP0225,2/18/2025 12:53,CASE019398,chat,CL53093,reclamos,vendedor,620
EMP0154,1/1/2025 22:37,CASE019399,teléfono,CL94783,pre-venta,comprador,566
EMP0075,2/10/2025 00:11,CASE019400,teléfono,CL42190,pre-venta,comprador,732
EMP0263,2/6/2025 06:46,CASE019401,chat,CL72896,pre-venta,comprador,715
EMP0166,3/27/2025 13:43,CASE019402,teléfono,CL12711,post-venta,vendedor,732
EMP0294,3/7/2025 03:52,CASE019403,chat,CL23036,pre-venta,comprador,570
EMP0153,1/1/2025 22:41,CASE019404,chat,CL27023,post-venta,vendedor,430
EMP0180,1/7/2025 20:50,CASE019405,teléfono,CL43841,pre-venta,comprador,804
EMP0262,3/19/2025 03:46,CASE019406,teléfono,CL32154,post-venta,comprador,662
EMP0104,3/25/2025 09:49,CASE019407,chat,CL96174,post-venta,vendedor,665
EMP0285,3/4/2025 19:05,CASE019408,teléfono,CL48314,pre-venta,vendedor,681
EMP0195,1/16/2025 02:21,CASE019409,teléfono,CL98055,pre-venta,vendedor,931
EMP0036,1/15/2025 05:19,CASE019410,chat,CL43697,pre-venta,vendedor,587
EMP0262,2/28/2025 23:50,CASE019411,teléfono,CL64470,post-venta,vendedor,772
EMP0241,1/24/2025 06:10,CASE019412,teléfono,CL31215,pre-venta,vendedor,497
EMP0079,2/20/2025 16:14,CASE019413,teléfono,CL65895,reclamos,vendedor,697
EMP0157,2/21/2025 21:09,CASE019414,chat,CL36750,post-venta,vendedor,814
EMP0012,3/3/2025 16:42,CASE019415,teléfono,CL31483,post-venta,comprador,594
EMP0006,2/19/2025 06:48,CASE019416,teléfono,CL57373,pre-venta,vendedor,369
EMP0256,3/28/2025 11:12,CASE019417,teléfono,CL22793,post-venta,comprador,668
EMP0059,1/27/2025 21:10,CASE019418,chat,CL47850,reclamos,vendedor,573
EMP0037,2/4/2025 13:12,CASE019419,chat,CL50565,reclamos,comprador,701
EMP0071,2/25/2025 03:32,CASE019420,chat,CL81082,reclamos,vendedor,544
EMP0104,3/18/2025 09:28,CASE019421,chat,CL81916,post-venta,vendedor,886
EMP0170,1/16/2025 20:31,CASE019422,teléfono,CL93757,pre-venta,comprador,612
EMP0039,2/2/2025 03:01,CASE019423,chat,CL18990,post-venta,comprador,694
EMP0167,2/6/2025 03:19,CASE019424,teléfono,CL19991,pre-venta,comprador,480
EMP0055,3/19/2025 23:09,CASE019425,chat,CL30390,reclamos,comprador,458
EMP0174,2/21/2025 08:25,CASE019426,chat,CL25917,reclamos,vendedor,444
EMP0053,1/1/2025 07:06,CASE019427,chat,CL10436,pre-venta,vendedor,445
EMP0010,1/10/2025 06:22,CASE019428,teléfono,CL41398,pre-venta,vendedor,681
EMP0077,2/8/2025 23:54,CASE019429,teléfono,CL18648,post-venta,vendedor,527
EMP0263,3/28/2025 17:39,CASE019430,teléfono,CL45396,reclamos,comprador,447
EMP0007,2/13/2025 10:11,CASE019431,chat,CL33458,pre-venta,comprador,516
EMP0008,1/17/2025 00:51,CASE019432,teléfono,CL24859,pre-venta,comprador,684
EMP0244,3/19/2025 03:21,CASE019433,chat,CL69151,reclamos,vendedor,681
EMP0117,2/2/2025 12:15,CASE019434,teléfono,CL54240,pre-venta,vendedor,719
EMP0298,2/14/2025 21:04,CASE019435,chat,CL25917,pre-venta,comprador,566
EMP0154,2/26/2025 09:40,CASE019436,teléfono,CL75596,reclamos,vendedor,839
EMP0262,2/1/2025 18:36,CASE019437,teléfono,CL80070,post-venta,comprador,729
EMP0010,1/15/2025 23:17,CASE019438,teléfono,CL70987,pre-venta,comprador,459
EMP0268,2/7/2025 04:38,CASE019439,teléfono,CL76948,reclamos,vendedor,697
EMP0029,3/7/2025 04:04,CASE019440,chat,CL26003,reclamos,vendedor,602
EMP0021,1/31/2025 21:25,CASE019441,chat,CL73077,reclamos,comprador,580
EMP0298,1/17/2025 19:56,CASE019442,teléfono,CL97555,post-venta,vendedor,601
EMP0285,1/24/2025 05:32,CASE019443,teléfono,CL90526,pre-venta,comprador,520
EMP0254,3/24/2025 18:02,CASE019444,teléfono,CL46477,pre-venta,comprador,721
EMP0090,3/30/2025 13:11,CASE019445,teléfono,CL20914,reclamos,vendedor,530
EMP0242,3/19/2025 15:30,CASE019446,teléfono,CL56695,pre-venta,vendedor,532
EMP0090,1/10/2025 14:56,CASE019447,teléfono,CL22062,pre-venta,vendedor,691
EMP0092,2/13/2025 15:57,CASE019448,chat,CL56299,post-venta,vendedor,860
EMP0014,3/13/2025 06:58,CASE019449,chat,CL33120,reclamos,vendedor,540
EMP0109,1/20/2025 00:08,CASE019450,teléfono,CL60840,pre-venta,vendedor,450
EMP0153,3/19/2025 21:51,CASE019451,teléfono,CL34811,post-venta,comprador,736
EMP0167,3/17/2025 06:48,CASE019452,teléfono,CL81474,pre-venta,comprador,623
EMP0059,2/11/2025 22:09,CASE019453,teléfono,CL42804,reclamos,comprador,660
EMP0200,2/13/2025 22:39,CASE019454,teléfono,CL12389,pre-venta,comprador,604
EMP0190,1/1/2025 16:47,CASE019455,chat,CL91309,post-venta,comprador,671
EMP0155,1/28/2025 11:47,CASE019456,teléfono,CL21327,post-venta,vendedor,643
EMP0133,2/12/2025 06:54,CASE019457,teléfono,CL18314,reclamos,comprador,537
EMP0132,2/5/2025 09:06,CASE019458,chat,CL31271,post-venta,vendedor,684
EMP0180,3/11/2025 14:18,CASE019459,chat,CL29111,reclamos,comprador,660
EMP0245,3/18/2025 22:56,CASE019460,teléfono,CL54839,pre-venta,vendedor,555
EMP0262,2/6/2025 10:01,CASE019461,chat,CL31016,post-venta,vendedor,579
EMP0285,2/9/2025 19:30,CASE019462,chat,CL78430,reclamos,vendedor,505
EMP0183,2/2/2025 14:42,CASE019463,teléfono,CL80098,post-venta,vendedor,655
EMP0104,3/14/2025 12:49,CASE019464,chat,CL35450,post-venta,vendedor,656
EMP0067,3/6/2025 01:16,CASE019465,teléfono,CL72742,reclamos,comprador,595
EMP0036,1/13/2025 15:51,CASE019466,teléfono,CL92781,post-venta,vendedor,463
EMP0037,2/21/2025 18:54,CASE019467,teléfono,CL56056,post-venta,vendedor,357
EMP0177,1/20/2025 18:47,CASE019468,teléfono,CL13904,post-venta,comprador,572
EMP0089,2/17/2025 12:37,CASE019469,teléfono,CL54588,pre-venta,comprador,628
EMP0236,3/17/2025 17:51,CASE019470,teléfono,CL61023,pre-venta,vendedor,677
EMP0185,3/16/2025 14:15,CASE019471,teléfono,CL66675,pre-venta,comprador,735
EMP0149,2/1/2025 13:06,CASE019472,teléfono,CL23575,post-venta,vendedor,557
EMP0194,2/4/2025 21:12,CASE019473,teléfono,CL77163,reclamos,vendedor,410
EMP0249,2/5/2025 10:15,CASE019474,teléfono,CL62751,reclamos,comprador,538
EMP0011,2/8/2025 08:46,CASE019475,teléfono,CL37834,reclamos,comprador,861
EMP0145,1/18/2025 21:22,CASE019476,teléfono,CL31957,reclamos,comprador,797
EMP0157,3/5/2025 16:40,CASE019477,chat,CL34922,pre-venta,vendedor,651
EMP0077,3/14/2025 23:37,CASE019478,chat,CL91405,reclamos,comprador,548
EMP0149,1/21/2025 15:39,CASE019479,chat,CL93556,reclamos,comprador,589
EMP0051,3/15/2025 14:00,CASE019480,teléfono,CL73363,post-venta,comprador,805
EMP0284,3/1/2025 14:06,CASE019481,teléfono,CL86854,reclamos,comprador,625
EMP0143,2/23/2025 20:59,CASE019482,chat,CL18768,post-venta,comprador,554
EMP0004,1/6/2025 15:37,CASE019483,chat,CL39720,post-venta,vendedor,759
EMP0166,3/26/2025 05:15,CASE019484,teléfono,CL96117,reclamos,comprador,366
EMP0157,1/3/2025 03:03,CASE019485,teléfono,CL74798,pre-venta,vendedor,479
EMP0267,3/28/2025 23:25,CASE019486,teléfono,CL83067,reclamos,comprador,503
EMP0164,3/21/2025 14:07,CASE019487,chat,CL70011,post-venta,vendedor,720
EMP0118,2/22/2025 15:52,CASE019488,teléfono,CL60760,pre-venta,vendedor,532
EMP0103,3/23/2025 11:13,CASE019489,chat,CL52233,post-venta,vendedor,387
EMP0057,3/8/2025 02:44,CASE019490,chat,CL94217,pre-venta,vendedor,516
EMP0272,2/22/2025 15:57,CASE019491,teléfono,CL58348,reclamos,comprador,543
EMP0153,1/10/2025 19:37,CASE019492,chat,CL36098,pre-venta,vendedor,591
EMP0286,1/5/2025 16:12,CASE019493,teléfono,CL15500,post-venta,comprador,615
EMP0051,2/10/2025 12:09,CASE019494,teléfono,CL14768,pre-venta,comprador,716
EMP0242,2/6/2025 01:34,CASE019495,teléfono,CL69363,post-venta,comprador,562
EMP0259,3/21/2025 23:01,CASE019496,chat,CL34652,post-venta,comprador,530
EMP0071,2/10/2025 02:20,CASE019497,chat,CL10487,post-venta,comprador,605
EMP0003,3/6/2025 18:30,CASE019498,chat,CL84834,post-venta,comprador,629
EMP0186,1/30/2025 18:37,CASE019499,teléfono,CL56585,post-venta,vendedor,527
EMP0105,3/5/2025 22:51,CASE019500,chat,CL12244,pre-venta,comprador,395
EMP0072,1/12/2025 23:51,CASE019501,chat,CL97107,post-venta,vendedor,541
EMP0149,1/23/2025 00:15,CASE019502,teléfono,CL58829,reclamos,vendedor,696
EMP0010,1/18/2025 01:27,CASE019503,chat,CL95028,post-venta,comprador,590
EMP0020,3/14/2025 19:03,CASE019504,teléfono,CL54397,reclamos,comprador,749
EMP0168,2/12/2025 02:58,CASE019505,teléfono,CL64464,reclamos,comprador,660
EMP0113,1/29/2025 05:40,CASE019506,chat,CL10974,post-venta,comprador,536
EMP0029,3/21/2025 08:20,CASE019507,teléfono,CL51309,pre-venta,comprador,776
EMP0113,3/27/2025 12:47,CASE019508,teléfono,CL70749,reclamos,vendedor,495
EMP0164,1/6/2025 08:12,CASE019509,chat,CL21170,pre-venta,comprador,398
EMP0032,2/8/2025 21:44,CASE019510,teléfono,CL27574,reclamos,vendedor,641
EMP0125,2/5/2025 15:43,CASE019511,chat,CL22579,post-venta,vendedor,505
EMP0140,2/24/2025 02:20,CASE019512,chat,CL87941,post-venta,comprador,593
EMP0037,3/2/2025 10:29,CASE019513,chat,CL78224,reclamos,vendedor,471
EMP0174,1/23/2025 20:23,CASE019514,chat,CL83585,post-venta,vendedor,600
EMP0031,2/21/2025 10:17,CASE019515,teléfono,CL25269,pre-venta,comprador,658
EMP0132,1/9/2025 09:06,CASE019516,chat,CL87710,post-venta,vendedor,675
EMP0143,3/11/2025 20:25,CASE019517,chat,CL27795,post-venta,comprador,463
EMP0230,2/27/2025 17:29,CASE019518,chat,CL72053,reclamos,vendedor,437
EMP0173,3/19/2025 22:17,CASE019519,chat,CL74794,post-venta,vendedor,647
EMP0140,1/13/2025 11:41,CASE019520,chat,CL82559,post-venta,comprador,554
EMP0074,1/23/2025 17:17,CASE019521,chat,CL82299,reclamos,vendedor,533
EMP0262,2/15/2025 21:44,CASE019522,chat,CL54656,pre-venta,vendedor,585
EMP0150,2/18/2025 09:56,CASE019523,teléfono,CL25696,reclamos,comprador,579
EMP0297,1/12/2025 19:59,CASE019524,teléfono,CL91912,pre-venta,vendedor,644
EMP0231,2/22/2025 17:22,CASE019525,chat,CL14257,reclamos,comprador,658
EMP0174,1/31/2025 03:42,CASE019526,chat,CL93634,post-venta,vendedor,718
EMP0029,3/15/2025 01:26,CASE019527,chat,CL51558,post-venta,comprador,569
EMP0131,2/26/2025 07:16,CASE019528,teléfono,CL42248,reclamos,vendedor,719
EMP0266,2/22/2025 08:55,CASE019529,teléfono,CL50902,post-venta,comprador,670
EMP0046,1/15/2025 19:23,CASE019530,chat,CL80396,pre-venta,comprador,704
EMP0224,2/19/2025 17:35,CASE019531,chat,CL65789,post-venta,vendedor,467
EMP0085,1/17/2025 03:52,CASE019532,teléfono,CL48463,reclamos,vendedor,587
EMP0134,3/12/2025 10:24,CASE019533,chat,CL15103,pre-venta,comprador,827
EMP0108,3/12/2025 20:53,CASE019534,teléfono,CL23968,post-venta,vendedor,435
EMP0160,3/11/2025 17:04,CASE019535,chat,CL17197,post-venta,vendedor,814
EMP0108,2/11/2025 11:09,CASE019536,chat,CL49348,reclamos,vendedor,809
EMP0220,1/18/2025 04:21,CASE019537,teléfono,CL97139,pre-venta,vendedor,687
EMP0196,2/25/2025 00:49,CASE019538,teléfono,CL27946,post-venta,vendedor,438
EMP0222,1/20/2025 13:54,CASE019539,chat,CL43853,post-venta,vendedor,574
EMP0209,1/9/2025 02:35,CASE019540,teléfono,CL59752,post-venta,vendedor,695
EMP0220,1/31/2025 01:03,CASE019541,teléfono,CL30058,pre-venta,comprador,440
EMP0039,1/4/2025 05:20,CASE019542,chat,CL46787,reclamos,vendedor,681
EMP0001,3/24/2025 10:46,CASE019543,teléfono,CL54556,reclamos,comprador,612
EMP0179,2/22/2025 20:31,CASE019544,chat,CL64005,post-venta,comprador,531
EMP0095,2/10/2025 09:59,CASE019545,chat,CL19751,reclamos,comprador,465
EMP0250,1/27/2025 21:19,CASE019546,chat,CL79594,reclamos,comprador,775
EMP0224,2/20/2025 02:19,CASE019547,teléfono,CL57682,post-venta,vendedor,693
EMP0293,3/7/2025 12:39,CASE019548,teléfono,CL19845,pre-venta,comprador,580
EMP0121,2/13/2025 19:07,CASE019549,teléfono,CL75311,reclamos,vendedor,604
EMP0186,2/19/2025 11:22,CASE019550,teléfono,CL50420,pre-venta,comprador,567
EMP0217,1/20/2025 10:55,CASE019551,chat,CL49298,pre-venta,vendedor,383
EMP0001,1/2/2025 09:13,CASE019552,teléfono,CL63329,reclamos,vendedor,754
EMP0054,3/3/2025 02:57,CASE019553,teléfono,CL12979,reclamos,comprador,626
EMP0087,3/13/2025 00:10,CASE019554,chat,CL13427,reclamos,comprador,714
EMP0114,1/23/2025 16:38,CASE019555,teléfono,CL47375,reclamos,comprador,545
EMP0258,3/29/2025 08:17,CASE019556,teléfono,CL52959,pre-venta,comprador,611
EMP0040,3/21/2025 21:15,CASE019557,teléfono,CL34218,reclamos,vendedor,638
EMP0022,2/22/2025 22:28,CASE019558,teléfono,CL22199,post-venta,vendedor,723
EMP0059,2/23/2025 04:38,CASE019559,chat,CL28012,reclamos,comprador,815
EMP0271,2/3/2025 09:40,CASE019560,chat,CL78806,pre-venta,vendedor,558
EMP0121,3/3/2025 23:38,CASE019561,teléfono,CL89024,post-venta,vendedor,558
EMP0205,3/20/2025 10:09,CASE019562,chat,CL88583,reclamos,vendedor,570
EMP0119,1/29/2025 07:39,CASE019563,chat,CL23123,post-venta,vendedor,528
EMP0158,1/31/2025 20:57,CASE019564,teléfono,CL57517,post-venta,comprador,917
EMP0153,1/24/2025 06:18,CASE019565,chat,CL24860,reclamos,vendedor,398
EMP0034,2/28/2025 20:45,CASE019566,chat,CL22472,pre-venta,vendedor,922
EMP0098,3/27/2025 14:22,CASE019567,chat,CL44629,post-venta,comprador,676
EMP0177,3/22/2025 01:58,CASE019568,chat,CL53749,pre-venta,comprador,590
