Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacci�n,Id de cliente,Raz�n del reclamo,Cr�dito otorgado (USD)
EMP0001,3/24/2025 05:21,CASE018900,chat,CL36044,Error en la facturación,34.99
EMP0160,3/15/2025 00:56,CASE048842,chat,CL95046,Error en la facturación,8.7
EMP0260,3/4/2025 04:43,CASE044535,chat,CL67974,Producto defectuoso,48.52
EMP0238,1/22/2025 05:53,CASE000818,chat,CL35042,Cobro duplicado,37.63
EMP0239,2/21/2025 12:36,CASE017903,chat,CL58249,Incumplimiento de garantía,25.32
EMP0194,3/29/2025 02:51,CASE009894,teléfono,CL93335,Producto no recibido,48.53
EMP0298,3/2/2025 13:25,CASE039844,chat,CL74345,Producto no recibido,40.84
EMP0022,1/9/2025 18:35,CASE021895,teléfono,CL15564,Producto no recibido,12.74
EMP0243,1/16/2025 08:28,CASE027051,chat,CL11730,Producto no recibido,7.03
EMP0031,2/18/2025 01:13,CASE022986,chat,CL66572,Producto no recibido,8.46
EMP0252,2/21/2025 14:20,CASE016151,chat,CL21069,Producto no recibido,27.22
EMP0233,2/11/2025 16:09,CASE030135,chat,CL62244,Producto defectuoso,9.57
EMP0131,3/28/2025 15:26,CASE009310,chat,CL72537,Cobro duplicado,25.76
EMP0256,1/18/2025 19:24,CASE002445,chat,CL94319,Error en la facturación,43.49
EMP0251,2/2/2025 21:31,CASE008534,teléfono,CL16927,Cobro duplicado,32.02
EMP0146,2/7/2025 13:12,CASE021189,chat,CL12048,Incumplimiento de garantía,29.83
EMP0121,2/14/2025 20:15,CASE006049,chat,CL18973,Producto defectuoso,7.45
EMP0248,2/1/2025 09:51,CASE039649,teléfono,CL99865,Incumplimiento de garantía,15.64
EMP0227,1/8/2025 07:06,CASE000520,teléfono,CL26334,Producto no recibido,24.97
EMP0252,3/25/2025 00:42,CASE029174,teléfono,CL59017,Producto defectuoso,13.15
EMP0197,2/15/2025 21:57,CASE025423,teléfono,CL43411,Producto defectuoso,26.66
EMP0112,2/6/2025 02:41,CASE041565,chat,CL64179,Error en la facturación,10.17
EMP0155,3/16/2025 03:19,CASE039094,teléfono,CL19079,Incumplimiento de garantía,10.11
EMP0150,3/12/2025 08:24,CASE003124,teléfono,CL90828,Producto defectuoso,30.43
EMP0132,3/12/2025 21:09,CASE023784,chat,CL77127,Cobro duplicado,18.06
EMP0162,1/27/2025 06:23,CASE032600,chat,CL64720,Error en la facturación,7.1
EMP0297,2/9/2025 13:34,CASE015593,chat,CL66175,Producto defectuoso,35
EMP0276,1/22/2025 04:48,CASE042180,chat,CL78277,Error en la facturación,17.41
EMP0128,2/22/2025 23:34,CASE029400,chat,CL52240,Error en la facturación,16.39
EMP0182,1/15/2025 10:53,CASE002273,chat,CL45058,Producto no recibido,25.89
EMP0145,2/7/2025 13:17,CASE013089,teléfono,CL46771,Producto no recibido,26.9
EMP0191,3/20/2025 12:32,CASE009259,chat,CL77294,Producto no recibido,28.27
EMP0067,2/28/2025 00:36,CASE007888,chat,CL38369,Incumplimiento de garantía,41.09
EMP0178,2/7/2025 08:47,CASE031377,teléfono,CL58893,Producto defectuoso,28.68
EMP0053,2/6/2025 18:40,CASE024095,chat,CL62166,Producto no recibido,10.98
EMP0170,1/22/2025 17:42,CASE024093,teléfono,CL26176,Cobro duplicado,19.38
EMP0028,2/14/2025 22:26,CASE039064,teléfono,CL54033,Incumplimiento de garantía,48.87
EMP0284,1/23/2025 01:23,CASE000805,teléfono,CL52600,Producto defectuoso,10.37
EMP0037,3/1/2025 12:42,CASE019050,teléfono,CL92775,Producto defectuoso,33.26
EMP0067,3/16/2025 10:14,CASE006128,chat,CL49166,Incumplimiento de garantía,10.59
EMP0125,2/3/2025 00:18,CASE028859,chat,CL72952,Error en la facturación,36.7
EMP0243,3/22/2025 18:44,CASE001171,teléfono,CL47667,Incumplimiento de garantía,29.2
EMP0131,1/9/2025 06:43,CASE038779,teléfono,CL71771,Error en la facturación,32.67
EMP0213,3/8/2025 08:09,CASE013735,chat,CL19288,Producto defectuoso,38.01
EMP0278,1/25/2025 11:31,CASE048341,teléfono,CL51244,Producto defectuoso,19.57
EMP0031,3/30/2025 18:54,CASE006074,chat,CL11075,Incumplimiento de garantía,22.22
EMP0111,3/17/2025 22:37,CASE039495,chat,CL57948,Producto defectuoso,27.77
EMP0123,3/4/2025 04:39,CASE009076,chat,CL44500,Producto defectuoso,11.3
EMP0173,1/29/2025 01:22,CASE044368,chat,CL53444,Producto no recibido,35.25
EMP0078,1/10/2025 19:13,CASE036313,teléfono,CL34725,Cobro duplicado,46.19
EMP0022,2/3/2025 03:41,CASE035724,teléfono,CL73331,Producto defectuoso,32.85
EMP0088,3/13/2025 11:12,CASE031476,chat,CL82423,Producto defectuoso,25.48
EMP0103,2/15/2025 20:25,CASE025295,chat,CL36361,Cobro duplicado,41.4
EMP0281,1/6/2025 01:10,CASE005325,teléfono,CL44159,Cobro duplicado,28.15
EMP0227,2/23/2025 17:36,CASE004923,teléfono,CL23573,Producto no recibido,35.07
EMP0025,1/29/2025 22:39,CASE033921,teléfono,CL14039,Incumplimiento de garantía,35.46
EMP0185,1/31/2025 09:24,CASE046058,chat,CL19186,Producto defectuoso,12
EMP0020,2/24/2025 06:23,CASE043549,teléfono,CL49558,Cobro duplicado,15.06
EMP0084,3/26/2025 20:51,CASE005604,teléfono,CL61000,Cobro duplicado,32.33
EMP0267,2/27/2025 10:43,CASE015370,chat,CL88522,Producto no recibido,26.71
EMP0053,3/24/2025 05:57,CASE048919,teléfono,CL10875,Producto defectuoso,16.26
EMP0005,3/14/2025 20:07,CASE014440,chat,CL96587,Incumplimiento de garantía,15.4
EMP0084,1/2/2025 04:38,CASE026010,chat,CL85170,Incumplimiento de garantía,22.7
EMP0298,3/25/2025 08:18,CASE036939,chat,CL64769,Producto defectuoso,12.91
EMP0054,1/22/2025 04:28,CASE032798,teléfono,CL16526,Producto defectuoso,43.59
EMP0268,2/17/2025 07:24,CASE002577,chat,CL22502,Error en la facturación,31.91
EMP0199,2/16/2025 03:20,CASE049306,chat,CL92454,Incumplimiento de garantía,47.96
EMP0141,1/9/2025 00:54,CASE049018,teléfono,CL49921,Producto no recibido,9.9
EMP0293,2/18/2025 03:17,CASE029357,chat,CL19837,Cobro duplicado,11.59
EMP0103,1/21/2025 12:26,CASE042732,teléfono,CL41407,Producto no recibido,26.13
EMP0083,3/27/2025 14:15,CASE008619,chat,CL55727,Cobro duplicado,27.33
EMP0242,1/5/2025 17:31,CASE015584,teléfono,CL48399,Producto defectuoso,14.33
EMP0007,3/30/2025 05:55,CASE018266,chat,CL63819,Incumplimiento de garantía,43.98
EMP0271,3/23/2025 16:36,CASE031510,teléfono,CL70253,Incumplimiento de garantía,48.56
EMP0120,3/23/2025 07:49,CASE029546,teléfono,CL64285,Producto no recibido,27.52
EMP0136,3/18/2025 07:54,CASE042173,chat,CL74485,Producto defectuoso,8.43
EMP0220,3/15/2025 17:49,CASE015460,teléfono,CL56140,Incumplimiento de garantía,32.01
EMP0174,3/16/2025 01:51,CASE020562,teléfono,CL31705,Producto defectuoso,20.76
EMP0175,1/2/2025 07:55,CASE034050,teléfono,CL79050,Producto defectuoso,31.61
EMP0186,3/19/2025 23:51,CASE030897,teléfono,CL45579,Cobro duplicado,39.66
EMP0292,3/13/2025 10:07,CASE009317,chat,CL91067,Incumplimiento de garantía,11.73
EMP0296,1/2/2025 12:36,CASE031009,chat,CL94152,Incumplimiento de garantía,6.54
EMP0096,1/25/2025 14:35,CASE008951,teléfono,CL59456,Producto defectuoso,45.05
EMP0165,3/24/2025 02:23,CASE042781,teléfono,CL84101,Cobro duplicado,22.12
EMP0007,3/8/2025 14:12,CASE001831,chat,CL14947,Producto defectuoso,46.01
EMP0050,2/9/2025 22:59,CASE019570,teléfono,CL26217,Cobro duplicado,17.21
EMP0141,1/15/2025 06:48,CASE017196,chat,CL31013,Producto no recibido,5.96
EMP0112,3/15/2025 07:56,CASE035726,teléfono,CL95748,Cobro duplicado,49.5
EMP0228,1/30/2025 05:44,CASE037732,chat,CL34249,Incumplimiento de garantía,41.52
EMP0162,3/9/2025 18:09,CASE025827,teléfono,CL50683,Incumplimiento de garantía,14.74
EMP0033,2/9/2025 14:41,CASE026976,chat,CL42647,Cobro duplicado,7.15
EMP0041,2/20/2025 04:21,CASE016040,chat,CL66675,Producto defectuoso,7.6
EMP0060,1/29/2025 22:19,CASE036557,chat,CL45769,Producto defectuoso,10.65
EMP0024,1/18/2025 07:35,CASE003363,teléfono,CL91187,Producto no recibido,20.14
EMP0274,2/17/2025 07:29,CASE013942,teléfono,CL15821,Producto no recibido,15.37
EMP0292,3/5/2025 22:23,CASE019972,teléfono,CL24224,Cobro duplicado,15.1
EMP0162,3/22/2025 17:18,CASE014732,teléfono,CL39626,Error en la facturación,44.44
EMP0186,3/22/2025 20:14,CASE006634,chat,CL51614,Incumplimiento de garantía,47.11
EMP0011,1/28/2025 22:50,CASE002249,teléfono,CL19564,Cobro duplicado,27.09
EMP0146,3/15/2025 12:38,CASE045081,chat,CL10396,Error en la facturación,7.31
EMP0180,1/26/2025 15:24,CASE033805,chat,CL34624,Incumplimiento de garantía,48.82
EMP0091,2/8/2025 17:34,CASE005772,teléfono,CL46735,Producto defectuoso,39.19
EMP0144,1/5/2025 22:34,CASE021851,teléfono,CL70521,Incumplimiento de garantía,16.92
EMP0251,1/20/2025 10:17,CASE019880,teléfono,CL14799,Error en la facturación,33.08
EMP0272,1/14/2025 16:32,CASE033236,chat,CL97093,Producto no recibido,26.65
EMP0282,1/16/2025 04:02,CASE032707,chat,CL61796,Cobro duplicado,22.88
EMP0138,1/7/2025 04:45,CASE001023,teléfono,CL31079,Cobro duplicado,47.25
EMP0130,3/18/2025 06:30,CASE040840,teléfono,CL52384,Error en la facturación,42.28
EMP0055,1/3/2025 20:07,CASE037309,chat,CL68953,Error en la facturación,42.47
EMP0144,1/2/2025 05:55,CASE049164,teléfono,CL62895,Incumplimiento de garantía,11.78
EMP0113,3/15/2025 10:15,CASE026025,teléfono,CL80125,Error en la facturación,29.82
EMP0141,3/4/2025 03:12,CASE031076,chat,CL19687,Producto defectuoso,44.7
EMP0219,3/10/2025 18:23,CASE043516,chat,CL67736,Cobro duplicado,28.27
EMP0127,2/15/2025 11:06,CASE017235,teléfono,CL57633,Producto no recibido,45.24
EMP0073,1/22/2025 18:08,CASE017283,chat,CL42204,Incumplimiento de garantía,25.65
EMP0197,2/8/2025 00:46,CASE043142,teléfono,CL81352,Error en la facturación,19.01
EMP0191,1/25/2025 18:22,CASE031856,teléfono,CL41888,Cobro duplicado,16.78
EMP0135,2/5/2025 08:54,CASE000102,chat,CL18675,Error en la facturación,8.17
EMP0028,1/6/2025 17:47,CASE022250,chat,CL86021,Error en la facturación,49.01
EMP0073,3/25/2025 00:33,CASE003758,chat,CL42540,Producto defectuoso,20.84
EMP0251,3/8/2025 05:09,CASE010331,chat,CL34785,Cobro duplicado,47.51
EMP0081,3/13/2025 18:15,CASE000034,chat,CL54597,Incumplimiento de garantía,6.02
EMP0013,1/25/2025 09:38,CASE007723,chat,CL45899,Cobro duplicado,35.95
EMP0063,2/17/2025 13:22,CASE014774,chat,CL37434,Error en la facturación,43.23
EMP0091,2/8/2025 14:36,CASE028480,chat,CL95727,Producto defectuoso,18.75
EMP0134,1/27/2025 10:10,CASE002133,chat,CL97535,Incumplimiento de garantía,47.65
EMP0127,2/15/2025 14:32,CASE025307,chat,CL88654,Cobro duplicado,6.44
EMP0220,1/18/2025 23:20,CASE024825,teléfono,CL69535,Cobro duplicado,31.41
EMP0252,2/21/2025 06:41,CASE049690,teléfono,CL28896,Error en la facturación,18.63
EMP0226,2/19/2025 00:43,CASE035326,chat,CL44816,Producto no recibido,25.97
EMP0065,1/9/2025 10:00,CASE031477,chat,CL52357,Producto defectuoso,25.37
EMP0145,1/27/2025 18:50,CASE005726,teléfono,CL98302,Error en la facturación,43.93
EMP0120,1/28/2025 20:56,CASE025519,chat,CL29579,Producto defectuoso,16.21
EMP0178,1/18/2025 12:16,CASE013667,teléfono,CL90203,Cobro duplicado,32.51
EMP0140,2/22/2025 03:35,CASE026486,teléfono,CL71029,Cobro duplicado,15.87
EMP0078,3/9/2025 11:47,CASE006570,teléfono,CL79391,Producto defectuoso,15.27
EMP0278,3/10/2025 18:45,CASE027542,chat,CL81613,Producto defectuoso,29.51
EMP0156,3/5/2025 19:56,CASE017504,chat,CL98625,Producto defectuoso,38.15
EMP0143,3/6/2025 20:51,CASE016871,teléfono,CL48198,Producto no recibido,21.44
EMP0198,1/2/2025 11:57,CASE033781,teléfono,CL46497,Incumplimiento de garantía,5.63
EMP0136,3/5/2025 10:51,CASE003645,teléfono,CL19567,Producto defectuoso,20.17
EMP0259,3/13/2025 18:26,CASE025035,chat,CL58350,Producto no recibido,46.9
EMP0076,3/22/2025 21:21,CASE032497,chat,CL63433,Producto defectuoso,41.99
EMP0012,2/15/2025 10:49,CASE033175,teléfono,CL15043,Incumplimiento de garantía,20.29
EMP0063,3/29/2025 11:04,CASE002355,chat,CL15276,Producto no recibido,35.66
EMP0281,2/10/2025 09:55,CASE027577,chat,CL66784,Error en la facturación,25.38
EMP0150,2/14/2025 14:10,CASE017690,teléfono,CL54663,Error en la facturación,26.44
EMP0298,1/2/2025 04:28,CASE038226,teléfono,CL23779,Producto no recibido,28.84
EMP0094,3/8/2025 03:36,CASE001706,teléfono,CL51436,Producto defectuoso,37.51
EMP0085,1/21/2025 01:27,CASE001516,chat,CL47700,Producto no recibido,44.34
EMP0145,2/10/2025 06:41,CASE035137,chat,CL63767,Producto no recibido,39.4
EMP0207,1/21/2025 18:40,CASE009822,chat,CL51599,Incumplimiento de garantía,49.86
EMP0178,1/27/2025 03:13,CASE005875,teléfono,CL56018,Error en la facturación,43.06
EMP0015,3/12/2025 03:24,CASE006137,chat,CL66906,Error en la facturación,7.82
EMP0264,3/13/2025 08:19,CASE045702,chat,CL40909,Producto defectuoso,18.61
EMP0194,3/13/2025 13:59,CASE049057,chat,CL36947,Error en la facturación,20.5
EMP0073,3/24/2025 17:26,CASE012066,teléfono,CL89668,Producto defectuoso,12.91
EMP0190,2/28/2025 10:10,CASE030438,chat,CL93154,Producto no recibido,29.86
EMP0221,2/26/2025 04:31,CASE028134,teléfono,CL38730,Error en la facturación,46.49
EMP0079,3/15/2025 09:26,CASE002473,chat,CL48070,Incumplimiento de garantía,32.63
EMP0290,2/19/2025 00:19,CASE006770,teléfono,CL21952,Producto defectuoso,28.47
EMP0055,3/1/2025 16:21,CASE018504,teléfono,CL79827,Producto defectuoso,36.15
EMP0138,2/3/2025 08:51,CASE024860,teléfono,CL67764,Producto defectuoso,46.74
EMP0113,2/6/2025 15:42,CASE022729,chat,CL69026,Cobro duplicado,33.22
EMP0248,1/2/2025 05:47,CASE034882,chat,CL61398,Incumplimiento de garantía,46.38
EMP0094,3/28/2025 22:51,CASE003574,chat,CL18966,Error en la facturación,15.2
EMP0283,1/13/2025 05:42,CASE041703,chat,CL56069,Incumplimiento de garantía,30.59
EMP0086,1/25/2025 13:52,CASE008776,teléfono,CL73620,Cobro duplicado,7.13
EMP0131,1/3/2025 04:03,CASE049476,teléfono,CL57999,Error en la facturación,40.44
EMP0010,3/29/2025 21:52,CASE018736,teléfono,CL69276,Incumplimiento de garantía,7.52
EMP0299,1/14/2025 15:06,CASE002044,teléfono,CL33652,Incumplimiento de garantía,20.92
EMP0051,2/19/2025 01:31,CASE034481,chat,CL94257,Producto defectuoso,49.56
EMP0023,1/28/2025 18:49,CASE000088,chat,CL70589,Error en la facturación,20.88
EMP0232,2/14/2025 18:39,CASE029977,chat,CL75648,Producto defectuoso,45.11
EMP0017,2/16/2025 15:35,CASE022200,teléfono,CL33203,Cobro duplicado,37.73
EMP0208,2/19/2025 09:04,CASE027251,teléfono,CL60873,Cobro duplicado,43.59
EMP0186,1/13/2025 02:33,CASE035929,chat,CL43930,Producto defectuoso,49.74
EMP0291,1/6/2025 23:30,CASE025057,teléfono,CL70722,Error en la facturación,35.49
EMP0089,2/2/2025 10:04,CASE034711,teléfono,CL79838,Cobro duplicado,42.11
EMP0186,2/1/2025 00:19,CASE009038,chat,CL88411,Error en la facturación,18.96
EMP0056,2/13/2025 00:58,CASE013224,chat,CL36683,Producto no recibido,48.12
EMP0215,2/27/2025 23:43,CASE031851,teléfono,CL42198,Error en la facturación,34.65
EMP0155,3/27/2025 02:00,CASE008744,chat,CL78454,Producto defectuoso,43.98
EMP0287,3/29/2025 02:05,CASE018815,teléfono,CL79986,Producto defectuoso,36.34
EMP0290,3/17/2025 01:44,CASE018329,teléfono,CL13103,Incumplimiento de garantía,49.24
EMP0098,1/6/2025 13:09,CASE015479,teléfono,CL74858,Incumplimiento de garantía,42.19
EMP0199,2/1/2025 19:55,CASE034615,chat,CL57799,Producto no recibido,10.81
EMP0025,1/19/2025 08:08,CASE019790,chat,CL22954,Producto defectuoso,17.21
EMP0094,2/8/2025 21:29,CASE023062,chat,CL76295,Cobro duplicado,42.29
EMP0286,1/28/2025 05:47,CASE038037,chat,CL10470,Incumplimiento de garantía,6.07
EMP0266,2/15/2025 18:26,CASE000382,teléfono,CL97538,Producto defectuoso,6.72
EMP0017,2/1/2025 05:54,CASE016475,chat,CL48155,Incumplimiento de garantía,27.9
EMP0170,3/22/2025 04:03,CASE004666,teléfono,CL27978,Producto no recibido,44.43
EMP0153,3/15/2025 15:22,CASE004030,chat,CL38679,Producto no recibido,46.97
EMP0093,3/28/2025 06:28,CASE024036,teléfono,CL63860,Cobro duplicado,39.91
EMP0297,2/10/2025 08:17,CASE045531,teléfono,CL36498,Producto no recibido,49.05
EMP0128,3/18/2025 18:09,CASE025774,chat,CL32948,Cobro duplicado,24.94
EMP0165,1/5/2025 10:50,CASE010855,teléfono,CL42550,Incumplimiento de garantía,24.32
EMP0038,3/21/2025 07:08,CASE016732,teléfono,CL95233,Producto no recibido,23.01
EMP0267,1/7/2025 01:37,CASE021285,chat,CL83060,Incumplimiento de garantía,46.62
EMP0100,3/5/2025 00:00,CASE010714,chat,CL88407,Producto no recibido,35.31
EMP0272,1/4/2025 21:37,CASE043856,chat,CL52853,Producto no recibido,7.72
EMP0015,1/3/2025 09:25,CASE009113,teléfono,CL26207,Error en la facturación,34.68
EMP0122,2/25/2025 20:05,CASE040048,chat,CL86739,Producto no recibido,44.48
EMP0161,3/21/2025 15:30,CASE049867,teléfono,CL91379,Incumplimiento de garantía,23.3
EMP0199,2/1/2025 02:30,CASE033002,chat,CL56027,Error en la facturación,30.61
EMP0136,2/27/2025 20:46,CASE047652,chat,CL65686,Producto defectuoso,40.81
EMP0010,1/22/2025 04:04,CASE036518,chat,CL40268,Producto defectuoso,41.26
EMP0034,3/13/2025 16:30,CASE036174,teléfono,CL68204,Error en la facturación,44.19
EMP0293,2/17/2025 13:56,CASE041256,teléfono,CL61148,Incumplimiento de garantía,26.35
EMP0073,3/26/2025 19:01,CASE001368,teléfono,CL99873,Incumplimiento de garantía,7.45
EMP0142,2/17/2025 08:00,CASE021084,chat,CL79748,Error en la facturación,33.77
EMP0159,3/11/2025 00:54,CASE018779,chat,CL78846,Producto no recibido,19.6
EMP0135,1/6/2025 09:06,CASE034079,teléfono,CL31376,Cobro duplicado,31.99
EMP0052,2/15/2025 19:02,CASE049926,teléfono,CL47402,Cobro duplicado,49.68
EMP0080,3/5/2025 18:15,CASE045893,chat,CL34849,Producto defectuoso,48.71
EMP0091,3/20/2025 22:40,CASE049118,chat,CL18739,Cobro duplicado,36.7
EMP0137,2/7/2025 06:28,CASE000610,teléfono,CL68008,Producto no recibido,44.28
EMP0032,3/11/2025 15:49,CASE017132,chat,CL81712,Cobro duplicado,40.09
EMP0140,3/18/2025 12:28,CASE021105,chat,CL99864,Error en la facturación,43.55
EMP0235,3/27/2025 00:01,CASE026431,chat,CL18965,Error en la facturación,26.75
EMP0201,1/24/2025 22:17,CASE037036,teléfono,CL72693,Producto defectuoso,33.85
EMP0164,2/10/2025 23:44,CASE049026,teléfono,CL68920,Cobro duplicado,34.82
EMP0140,3/21/2025 02:58,CASE008257,chat,CL64677,Error en la facturación,48.79
EMP0132,2/20/2025 16:17,CASE039438,teléfono,CL82765,Incumplimiento de garantía,45.82
EMP0081,2/6/2025 17:44,CASE009801,chat,CL12486,Cobro duplicado,10.82
EMP0091,1/4/2025 09:55,CASE007291,chat,CL94985,Producto defectuoso,32.54
EMP0223,1/20/2025 22:26,CASE031966,chat,CL40332,Error en la facturación,28.42
EMP0179,3/15/2025 22:16,CASE024771,teléfono,CL11305,Incumplimiento de garantía,32.95
EMP0135,1/2/2025 00:35,CASE024185,teléfono,CL39132,Cobro duplicado,10.39
EMP0049,2/3/2025 07:08,CASE021880,chat,CL22770,Producto defectuoso,41.3
EMP0103,1/19/2025 16:54,CASE043603,chat,CL44868,Incumplimiento de garantía,49.83
EMP0122,2/3/2025 07:42,CASE025259,chat,CL39771,Cobro duplicado,10.28
EMP0002,2/19/2025 19:51,CASE039209,teléfono,CL62604,Producto no recibido,7.25
EMP0263,2/14/2025 07:03,CASE013506,chat,CL83668,Incumplimiento de garantía,42.62
EMP0076,3/1/2025 22:01,CASE027485,chat,CL29297,Incumplimiento de garantía,42.64
EMP0243,1/26/2025 04:03,CASE046905,chat,CL41275,Error en la facturación,38.88
EMP0070,1/15/2025 14:44,CASE003952,teléfono,CL48680,Producto defectuoso,46.66
EMP0279,2/18/2025 07:20,CASE045564,chat,CL51914,Cobro duplicado,18.38
EMP0077,1/29/2025 10:04,CASE039974,chat,CL62385,Producto defectuoso,20.28
EMP0262,1/2/2025 14:28,CASE048450,chat,CL68182,Producto defectuoso,36.45
EMP0191,3/3/2025 17:19,CASE038724,chat,CL94603,Producto defectuoso,11.16
EMP0033,2/9/2025 18:40,CASE011327,teléfono,CL38591,Producto defectuoso,14.21
EMP0161,3/17/2025 14:03,CASE028730,teléfono,CL70816,Producto defectuoso,12.47
EMP0158,2/23/2025 09:17,CASE011503,teléfono,CL80242,Error en la facturación,23.97
EMP0011,3/15/2025 16:26,CASE035841,teléfono,CL36081,Incumplimiento de garantía,21.2
EMP0118,3/7/2025 15:52,CASE019271,teléfono,CL51259,Incumplimiento de garantía,18.55
EMP0028,2/27/2025 20:40,CASE040850,teléfono,CL61109,Incumplimiento de garantía,46.82
EMP0115,2/11/2025 11:38,CASE026563,chat,CL36424,Producto defectuoso,29.99
EMP0025,3/10/2025 09:39,CASE024919,chat,CL56205,Producto no recibido,38.68
EMP0072,1/27/2025 16:04,CASE004203,chat,CL96643,Producto defectuoso,7.21
EMP0115,2/10/2025 02:11,CASE009684,chat,CL67682,Producto defectuoso,45.15
EMP0262,2/23/2025 09:05,CASE037164,chat,CL30980,Error en la facturación,27.88
EMP0079,1/7/2025 10:43,CASE026214,chat,CL25704,Producto no recibido,35.4
EMP0119,2/13/2025 09:25,CASE010136,chat,CL92075,Incumplimiento de garantía,31.6
EMP0260,1/4/2025 17:09,CASE032088,teléfono,CL66998,Incumplimiento de garantía,12.75
EMP0072,2/2/2025 08:19,CASE038248,teléfono,CL77178,Cobro duplicado,22.85
EMP0279,2/15/2025 06:03,CASE031490,teléfono,CL64932,Incumplimiento de garantía,14.07
EMP0133,2/10/2025 01:47,CASE026258,chat,CL81427,Incumplimiento de garantía,48.78
EMP0084,1/21/2025 01:33,CASE044308,teléfono,CL38539,Producto defectuoso,33.5
EMP0283,3/28/2025 15:46,CASE000688,chat,CL96900,Producto defectuoso,34.85
EMP0266,3/16/2025 18:22,CASE049187,teléfono,CL41253,Incumplimiento de garantía,11.33
EMP0210,2/6/2025 05:44,CASE041385,teléfono,CL74498,Cobro duplicado,44.11
EMP0245,2/19/2025 18:44,CASE037575,teléfono,CL52225,Cobro duplicado,18.78
EMP0007,3/13/2025 14:18,CASE021143,chat,CL81589,Cobro duplicado,43.07
EMP0187,2/7/2025 07:33,CASE008435,chat,CL67627,Cobro duplicado,44.43
EMP0136,1/17/2025 23:26,CASE049251,teléfono,CL83170,Cobro duplicado,25.05
EMP0191,1/16/2025 17:06,CASE026848,teléfono,CL33292,Error en la facturación,18.8
EMP0257,1/18/2025 05:03,CASE044981,chat,CL24601,Producto no recibido,16.41
EMP0096,2/11/2025 07:18,CASE027281,teléfono,CL82326,Producto no recibido,47.81
EMP0062,3/20/2025 22:02,CASE039482,chat,CL70081,Incumplimiento de garantía,28.21
EMP0124,3/26/2025 19:35,CASE031342,teléfono,CL31146,Incumplimiento de garantía,25.23
EMP0179,3/13/2025 13:40,CASE000056,teléfono,CL91070,Producto no recibido,24.47
EMP0101,2/26/2025 14:32,CASE022826,teléfono,CL78422,Producto defectuoso,31.89
EMP0228,2/6/2025 06:21,CASE023826,chat,CL38369,Error en la facturación,38.25
EMP0123,3/8/2025 04:38,CASE024527,teléfono,CL90179,Producto no recibido,7.24
EMP0284,3/26/2025 04:23,CASE015002,teléfono,CL30408,Producto defectuoso,27.02
EMP0237,3/19/2025 14:11,CASE028576,chat,CL38618,Cobro duplicado,16.78
EMP0277,3/4/2025 07:43,CASE047730,chat,CL14631,Incumplimiento de garantía,17.94
EMP0215,1/7/2025 15:44,CASE033807,teléfono,CL14891,Producto no recibido,10.75
EMP0290,3/13/2025 07:42,CASE022426,teléfono,CL65213,Producto defectuoso,23.77
EMP0085,1/27/2025 16:53,CASE018475,teléfono,CL58433,Incumplimiento de garantía,9.69
EMP0189,2/24/2025 22:11,CASE009385,chat,CL40396,Error en la facturación,45
EMP0259,3/16/2025 09:17,CASE035108,chat,CL56001,Producto no recibido,41.13
EMP0203,2/22/2025 18:53,CASE026266,chat,CL44336,Incumplimiento de garantía,8.68
EMP0214,3/29/2025 20:47,CASE012400,chat,CL48026,Producto no recibido,45.05
EMP0272,2/7/2025 05:21,CASE032150,chat,CL93139,Error en la facturación,31.16
EMP0141,2/4/2025 19:45,CASE015733,chat,CL95302,Producto no recibido,44.51
EMP0030,3/4/2025 23:25,CASE011776,chat,CL30387,Cobro duplicado,43.81
EMP0008,2/18/2025 17:11,CASE049291,teléfono,CL37917,Producto defectuoso,28.74
EMP0223,1/14/2025 08:20,CASE018608,teléfono,CL17143,Error en la facturación,28.36
EMP0165,1/17/2025 15:51,CASE002051,chat,CL96628,Cobro duplicado,6.09
EMP0067,1/5/2025 19:38,CASE038403,teléfono,CL47321,Incumplimiento de garantía,40.3
EMP0084,1/5/2025 10:32,CASE034049,teléfono,CL23438,Producto no recibido,46.76
EMP0061,1/8/2025 22:33,CASE047369,teléfono,CL34719,Producto defectuoso,32.68
EMP0186,1/23/2025 17:54,CASE028819,chat,CL54149,Producto no recibido,14.61
EMP0112,3/11/2025 00:43,CASE013240,chat,CL99318,Error en la facturación,31.61
EMP0026,2/27/2025 06:15,CASE021150,teléfono,CL20434,Cobro duplicado,16.13
EMP0013,3/25/2025 20:24,CASE016090,chat,CL65611,Cobro duplicado,24.96
EMP0187,1/30/2025 17:12,CASE045445,teléfono,CL22940,Error en la facturación,31.37
EMP0062,2/5/2025 23:13,CASE018041,teléfono,CL18540,Producto defectuoso,29.99
EMP0187,2/4/2025 08:56,CASE026868,chat,CL74463,Incumplimiento de garantía,42.37
EMP0291,3/8/2025 22:59,CASE038764,teléfono,CL12360,Producto defectuoso,12.69
EMP0127,3/6/2025 07:07,CASE046654,chat,CL22393,Producto defectuoso,26.9
EMP0284,2/3/2025 11:39,CASE014245,chat,CL87274,Cobro duplicado,37.53
EMP0167,3/23/2025 22:40,CASE025617,teléfono,CL93257,Producto defectuoso,42.65
EMP0300,2/22/2025 07:06,CASE009921,teléfono,CL56061,Producto no recibido,25.71
EMP0271,1/5/2025 10:28,CASE029137,chat,CL28033,Incumplimiento de garantía,13.27
