Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacción,Id de cliente,Cola,Tipo de cliente,Raz�n de terminaci�n de la interacci�n
EMP0010,2/25/2025 13:06,CASE003156,teléfono,CL52714,pre-venta,vendedor,terminado por el cliente
EMP0259,2/4/2025 10:12,CASE033040,teléfono,CL96090,post-venta,comprador,colgado por el agente
EMP0031,1/17/2025 19:36,CASE032555,chat,CL11686,reclamos,comprador,colgado por el agente
EMP0133,2/5/2025 00:37,CASE005074,chat,CL78236,reclamos,vendedor,falla
EMP0074,2/10/2025 17:27,CASE006509,chat,CL71759,pre-venta,vendedor,falla
EMP0225,3/22/2025 03:18,CASE028126,chat,CL34744,pre-venta,comprador,falla
EMP0245,1/4/2025 16:46,CASE028329,chat,CL32172,reclamos,vendedor,terminado por el cliente
EMP0099,2/20/2025 23:20,CASE022204,teléfono,CL82510,reclamos,comprador,colgado por el agente
EMP0101,1/3/2025 17:52,CASE026774,teléfono,CL21428,pre-venta,comprador,terminado por el cliente
EMP0285,3/8/2025 22:05,CASE040782,chat,CL11897,reclamos,vendedor,terminado por el cliente
EMP0164,1/19/2025 06:51,CASE047073,teléfono,CL51478,reclamos,vendedor,colgado por el agente
EMP0258,3/25/2025 20:10,CASE006563,teléfono,CL36066,post-venta,comprador,falla
EMP0238,3/15/2025 06:22,CASE028402,chat,CL48264,reclamos,comprador,terminado por el cliente
EMP0201,3/11/2025 22:10,CASE011577,teléfono,CL87635,reclamos,vendedor,colgado por el agente
EMP0274,2/25/2025 09:14,CASE028778,teléfono,CL14424,reclamos,comprador,falla
EMP0288,1/26/2025 16:24,CASE044693,chat,CL87746,post-venta,vendedor,colgado por el agente
EMP0041,3/7/2025 14:31,CASE003682,teléfono,CL94299,reclamos,vendedor,terminado por el cliente
EMP0296,3/25/2025 13:28,CASE001474,chat,CL95814,post-venta,vendedor,terminado por el cliente
EMP0221,1/28/2025 17:32,CASE017673,chat,CL58439,reclamos,vendedor,falla
EMP0087,3/21/2025 18:12,CASE008698,chat,CL87576,post-venta,comprador,terminado por el cliente
EMP0008,2/20/2025 16:33,CASE031235,teléfono,CL50879,post-venta,vendedor,colgado por el agente
EMP0043,1/8/2025 19:49,CASE027835,chat,CL45508,pre-venta,comprador,terminado por el cliente
EMP0242,2/6/2025 01:34,CASE019495,teléfono,CL69363,post-venta,comprador,colgado por el agente
EMP0287,1/29/2025 03:54,CASE042758,teléfono,CL38472,pre-venta,vendedor,colgado por el agente
EMP0195,2/27/2025 15:57,CASE004524,teléfono,CL71674,post-venta,comprador,falla
EMP0103,1/27/2025 21:46,CASE042237,teléfono,CL26947,reclamos,comprador,colgado por el agente
EMP0007,2/7/2025 16:00,CASE037772,chat,CL93926,reclamos,comprador,falla
EMP0012,2/1/2025 00:20,CASE013238,teléfono,CL32312,reclamos,vendedor,colgado por el agente
EMP0220,2/17/2025 09:18,CASE039736,chat,CL25093,post-venta,comprador,falla
EMP0287,3/10/2025 03:21,CASE023760,chat,CL29770,post-venta,comprador,terminado por el cliente
EMP0284,1/27/2025 03:59,CASE003107,teléfono,CL45180,post-venta,comprador,terminado por el cliente
EMP0158,3/13/2025 00:07,CASE025117,teléfono,CL49053,pre-venta,comprador,falla
EMP0093,1/9/2025 18:49,CASE035020,teléfono,CL99326,post-venta,comprador,terminado por el cliente
EMP0275,2/16/2025 19:56,CASE028125,chat,CL84007,reclamos,comprador,colgado por el agente
EMP0192,1/21/2025 06:38,CASE041181,chat,CL54627,post-venta,vendedor,colgado por el agente
EMP0004,2/11/2025 14:38,CASE012426,chat,CL66479,post-venta,vendedor,falla
EMP0187,3/23/2025 02:06,CASE048141,teléfono,CL96546,reclamos,comprador,terminado por el cliente
EMP0073,3/14/2025 19:52,CASE001149,chat,CL19807,post-venta,comprador,terminado por el cliente
EMP0276,3/29/2025 08:52,CASE020717,chat,CL66917,reclamos,vendedor,falla
EMP0187,3/27/2025 01:11,CASE015373,chat,CL22733,reclamos,comprador,terminado por el cliente
EMP0100,3/15/2025 23:07,CASE032042,teléfono,CL28431,reclamos,comprador,falla
EMP0128,3/15/2025 06:51,CASE047029,teléfono,CL88508,pre-venta,vendedor,colgado por el agente
EMP0184,3/29/2025 07:14,CASE035785,chat,CL49107,post-venta,comprador,falla
EMP0151,3/23/2025 10:55,CASE008211,teléfono,CL28827,reclamos,vendedor,falla
EMP0109,3/28/2025 10:50,CASE040373,teléfono,CL21771,pre-venta,vendedor,colgado por el agente
EMP0253,1/16/2025 11:16,CASE024920,teléfono,CL23574,post-venta,comprador,terminado por el cliente
EMP0245,2/3/2025 11:07,CASE014604,chat,CL53572,reclamos,comprador,colgado por el agente
EMP0117,3/19/2025 10:16,CASE011639,teléfono,CL11821,reclamos,vendedor,colgado por el agente
EMP0250,1/7/2025 17:18,CASE011495,chat,CL31406,pre-venta,comprador,terminado por el cliente
EMP0185,1/5/2025 19:51,CASE020505,teléfono,CL92100,post-venta,comprador,terminado por el cliente
EMP0171,1/29/2025 02:57,CASE023819,teléfono,CL27654,reclamos,vendedor,terminado por el cliente
EMP0268,2/5/2025 08:38,CASE011873,chat,CL57655,post-venta,vendedor,terminado por el cliente
EMP0278,3/24/2025 01:15,CASE047738,teléfono,CL50440,reclamos,vendedor,terminado por el cliente
EMP0078,2/24/2025 08:29,CASE032484,teléfono,CL64154,post-venta,comprador,colgado por el agente
EMP0115,3/3/2025 15:32,CASE035723,teléfono,CL10338,post-venta,comprador,colgado por el agente
EMP0026,1/23/2025 08:49,CASE022611,chat,CL83071,reclamos,comprador,falla
EMP0069,2/2/2025 00:18,CASE016315,teléfono,CL95912,pre-venta,vendedor,terminado por el cliente
EMP0044,3/4/2025 04:28,CASE041921,teléfono,CL93997,reclamos,vendedor,terminado por el cliente
EMP0268,1/16/2025 04:14,CASE005374,chat,CL60868,reclamos,comprador,colgado por el agente
EMP0149,1/10/2025 12:32,CASE025680,teléfono,CL55417,post-venta,comprador,falla
EMP0152,2/16/2025 04:29,CASE012825,teléfono,CL23195,reclamos,vendedor,falla
EMP0145,1/8/2025 22:33,CASE015581,chat,CL67477,post-venta,comprador,falla
EMP0177,3/24/2025 18:25,CASE045316,chat,CL90810,pre-venta,comprador,terminado por el cliente
EMP0235,3/19/2025 09:42,CASE026992,chat,CL77740,reclamos,vendedor,colgado por el agente
EMP0269,2/9/2025 03:06,CASE017839,chat,CL64085,reclamos,vendedor,colgado por el agente
EMP0240,3/19/2025 10:19,CASE024048,chat,CL52456,post-venta,comprador,terminado por el cliente
EMP0292,3/4/2025 12:03,CASE004588,teléfono,CL10540,post-venta,vendedor,colgado por el agente
EMP0064,1/5/2025 17:16,CASE014124,chat,CL59950,pre-venta,comprador,terminado por el cliente
EMP0033,3/16/2025 19:23,CASE034039,teléfono,CL98414,post-venta,comprador,colgado por el agente
EMP0071,3/24/2025 21:15,CASE028118,teléfono,CL82152,post-venta,vendedor,falla
EMP0205,2/17/2025 16:44,CASE018003,teléfono,CL94642,reclamos,comprador,terminado por el cliente
EMP0292,3/6/2025 20:02,CASE028181,chat,CL75648,pre-venta,comprador,falla
EMP0087,1/19/2025 09:55,CASE007115,chat,CL56612,reclamos,vendedor,terminado por el cliente
EMP0291,2/1/2025 17:03,CASE015840,chat,CL75769,reclamos,vendedor,colgado por el agente
EMP0080,2/22/2025 05:16,CASE043513,chat,CL85891,reclamos,comprador,terminado por el cliente
EMP0014,3/27/2025 10:55,CASE009354,teléfono,CL73576,post-venta,comprador,colgado por el agente
EMP0239,3/19/2025 00:35,CASE022316,chat,CL12874,reclamos,comprador,colgado por el agente
EMP0266,1/29/2025 20:04,CASE044988,chat,CL83325,post-venta,comprador,falla
EMP0151,1/26/2025 06:05,CASE033094,chat,CL69474,pre-venta,vendedor,colgado por el agente
EMP0259,3/13/2025 18:27,CASE033133,chat,CL11850,pre-venta,comprador,colgado por el agente
EMP0040,1/27/2025 01:15,CASE001564,chat,CL79531,post-venta,comprador,terminado por el cliente
EMP0271,2/22/2025 14:00,CASE004599,teléfono,CL50123,post-venta,vendedor,falla
EMP0246,3/4/2025 13:34,CASE035145,chat,CL95839,pre-venta,comprador,falla
EMP0004,2/25/2025 08:44,CASE010083,teléfono,CL20722,pre-venta,vendedor,terminado por el cliente
EMP0100,2/14/2025 04:52,CASE027293,teléfono,CL40698,pre-venta,vendedor,colgado por el agente
EMP0005,1/10/2025 17:49,CASE039056,chat,CL33624,pre-venta,vendedor,terminado por el cliente
EMP0272,2/12/2025 08:39,CASE004806,teléfono,CL76265,post-venta,comprador,colgado por el agente
EMP0201,1/28/2025 06:50,CASE028745,teléfono,CL78584,reclamos,vendedor,colgado por el agente
EMP0095,3/9/2025 10:55,CASE048923,chat,CL10206,post-venta,vendedor,colgado por el agente
EMP0250,1/1/2025 04:38,CASE000283,chat,CL11934,post-venta,vendedor,colgado por el agente
EMP0183,2/19/2025 11:10,CASE042624,chat,CL90748,pre-venta,vendedor,terminado por el cliente
EMP0141,3/8/2025 12:24,CASE035507,chat,CL62665,reclamos,comprador,colgado por el agente
EMP0070,2/3/2025 17:26,CASE034923,teléfono,CL11195,pre-venta,vendedor,terminado por el cliente
EMP0078,1/16/2025 07:44,CASE033541,chat,CL48909,post-venta,comprador,colgado por el agente
EMP0236,3/25/2025 18:42,CASE042389,teléfono,CL34614,post-venta,comprador,terminado por el cliente
EMP0166,1/18/2025 12:59,CASE006736,chat,CL70469,reclamos,comprador,falla
EMP0225,2/20/2025 05:15,CASE005987,chat,CL93858,reclamos,vendedor,falla
EMP0278,1/25/2025 06:44,CASE049897,teléfono,CL31607,reclamos,comprador,colgado por el agente
EMP0230,1/4/2025 17:09,CASE041795,chat,CL63220,post-venta,vendedor,terminado por el cliente
EMP0183,3/20/2025 07:29,CASE046524,chat,CL83286,post-venta,comprador,terminado por el cliente
EMP0263,1/8/2025 00:26,CASE020474,teléfono,CL17259,post-venta,comprador,falla
EMP0295,1/30/2025 10:05,CASE010662,chat,CL27888,pre-venta,comprador,falla
EMP0080,3/5/2025 21:12,CASE026645,teléfono,CL86280,reclamos,vendedor,falla
EMP0194,1/19/2025 02:51,CASE017584,teléfono,CL15596,reclamos,vendedor,colgado por el agente
EMP0187,3/6/2025 08:13,CASE013818,teléfono,CL17255,reclamos,comprador,colgado por el agente
EMP0022,2/23/2025 22:32,CASE029118,teléfono,CL29233,pre-venta,comprador,falla
EMP0071,2/23/2025 20:02,CASE030650,teléfono,CL20173,post-venta,vendedor,falla
EMP0247,1/19/2025 16:44,CASE022491,teléfono,CL13786,pre-venta,vendedor,colgado por el agente
EMP0086,1/27/2025 11:24,CASE011739,chat,CL28333,post-venta,vendedor,falla
EMP0177,2/11/2025 18:20,CASE049421,chat,CL58796,pre-venta,vendedor,colgado por el agente
EMP0273,3/19/2025 12:23,CASE003861,chat,CL51160,pre-venta,comprador,falla
EMP0026,2/6/2025 05:01,CASE034683,teléfono,CL71889,pre-venta,comprador,falla
EMP0279,2/6/2025 05:41,CASE012305,teléfono,CL43823,pre-venta,vendedor,colgado por el agente
EMP0101,2/8/2025 15:59,CASE045269,chat,CL54749,post-venta,comprador,colgado por el agente
EMP0224,2/10/2025 16:19,CASE008897,chat,CL53610,reclamos,vendedor,terminado por el cliente
EMP0028,1/19/2025 06:37,CASE037043,chat,CL11728,post-venta,comprador,colgado por el agente
EMP0267,3/23/2025 02:01,CASE020230,chat,CL30297,pre-venta,vendedor,colgado por el agente
EMP0094,3/24/2025 07:16,CASE043808,teléfono,CL85660,reclamos,vendedor,colgado por el agente
EMP0006,1/14/2025 22:58,CASE039262,teléfono,CL80830,post-venta,comprador,colgado por el agente
EMP0193,2/20/2025 06:49,CASE004408,teléfono,CL45269,post-venta,vendedor,terminado por el cliente
EMP0254,1/12/2025 02:28,CASE004625,chat,CL76143,post-venta,vendedor,falla
EMP0045,1/13/2025 02:01,CASE037524,chat,CL72611,post-venta,comprador,falla
EMP0239,1/18/2025 09:14,CASE003500,teléfono,CL85750,reclamos,vendedor,colgado por el agente
EMP0266,2/2/2025 14:41,CASE007738,chat,CL59300,post-venta,vendedor,falla
EMP0074,3/25/2025 04:44,CASE005050,teléfono,CL86544,pre-venta,vendedor,falla
EMP0240,1/2/2025 08:44,CASE013555,chat,CL34223,pre-venta,comprador,falla
EMP0185,3/7/2025 06:34,CASE039034,teléfono,CL46951,pre-venta,comprador,colgado por el agente
EMP0061,2/6/2025 11:18,CASE046773,teléfono,CL25294,reclamos,comprador,terminado por el cliente
EMP0006,3/23/2025 20:07,CASE045592,teléfono,CL75755,reclamos,vendedor,colgado por el agente
EMP0244,3/3/2025 01:16,CASE008886,teléfono,CL67520,reclamos,vendedor,colgado por el agente
EMP0199,1/6/2025 10:45,CASE015211,chat,CL31087,pre-venta,comprador,falla
EMP0055,3/13/2025 04:58,CASE047025,chat,CL58262,post-venta,comprador,terminado por el cliente
EMP0250,2/8/2025 10:32,CASE034357,teléfono,CL47389,post-venta,comprador,terminado por el cliente
EMP0190,3/10/2025 06:48,CASE040987,teléfono,CL85443,reclamos,comprador,terminado por el cliente
EMP0081,3/16/2025 14:46,CASE003634,teléfono,CL57329,post-venta,vendedor,falla
EMP0094,2/26/2025 21:42,CASE010102,teléfono,CL87664,reclamos,comprador,falla
EMP0046,1/18/2025 09:34,CASE013788,chat,CL18169,reclamos,comprador,terminado por el cliente
EMP0175,2/23/2025 17:08,CASE019685,chat,CL40258,reclamos,comprador,colgado por el agente
EMP0199,1/15/2025 19:08,CASE008718,teléfono,CL64304,pre-venta,comprador,falla
EMP0288,2/24/2025 19:00,CASE040836,teléfono,CL75976,post-venta,vendedor,colgado por el agente
EMP0179,2/15/2025 08:01,CASE040802,chat,CL75689,reclamos,vendedor,terminado por el cliente
EMP0089,2/10/2025 06:41,CASE024152,teléfono,CL65944,pre-venta,comprador,colgado por el agente
EMP0027,1/15/2025 12:25,CASE024427,chat,CL13082,pre-venta,comprador,colgado por el agente
EMP0171,3/8/2025 03:13,CASE047400,chat,CL50069,pre-venta,comprador,colgado por el agente
EMP0221,1/8/2025 13:08,CASE041289,teléfono,CL18245,post-venta,vendedor,falla
EMP0012,3/18/2025 15:07,CASE014105,teléfono,CL15847,pre-venta,vendedor,colgado por el agente
EMP0160,3/14/2025 06:59,CASE035866,teléfono,CL55240,post-venta,vendedor,terminado por el cliente
EMP0239,3/29/2025 08:51,CASE015193,chat,CL73000,pre-venta,vendedor,terminado por el cliente
EMP0017,3/9/2025 05:29,CASE041143,chat,CL63077,reclamos,vendedor,colgado por el agente
EMP0231,3/20/2025 10:05,CASE008345,teléfono,CL64702,post-venta,vendedor,falla
EMP0085,3/3/2025 10:51,CASE001374,teléfono,CL62184,reclamos,comprador,terminado por el cliente
EMP0210,1/28/2025 01:20,CASE028366,chat,CL31346,post-venta,comprador,terminado por el cliente
EMP0133,1/10/2025 03:43,CASE027655,teléfono,CL15845,reclamos,comprador,falla
EMP0228,2/21/2025 08:54,CASE037789,teléfono,CL71336,pre-venta,comprador,falla
EMP0009,1/12/2025 12:27,CASE030365,chat,CL66735,reclamos,comprador,terminado por el cliente
EMP0010,2/4/2025 22:52,CASE025300,teléfono,CL98214,reclamos,comprador,falla
EMP0038,1/20/2025 21:54,CASE004041,chat,CL52413,post-venta,vendedor,colgado por el agente
EMP0140,3/18/2025 13:39,CASE030845,teléfono,CL49340,pre-venta,vendedor,falla
EMP0290,3/28/2025 03:48,CASE006018,chat,CL88250,post-venta,vendedor,terminado por el cliente
EMP0259,3/21/2025 20:55,CASE048174,chat,CL14764,pre-venta,comprador,falla
EMP0183,1/9/2025 13:22,CASE041949,teléfono,CL74225,pre-venta,vendedor,colgado por el agente
EMP0266,2/5/2025 09:33,CASE020164,chat,CL29565,reclamos,vendedor,colgado por el agente
EMP0013,3/20/2025 22:25,CASE028234,teléfono,CL99055,post-venta,vendedor,falla
EMP0079,1/17/2025 09:20,CASE003956,chat,CL72787,pre-venta,vendedor,colgado por el agente
EMP0189,1/20/2025 15:51,CASE035661,teléfono,CL80762,reclamos,comprador,colgado por el agente
EMP0079,3/8/2025 01:38,CASE033111,teléfono,CL21386,post-venta,vendedor,falla
EMP0089,3/15/2025 03:55,CASE008935,chat,CL63780,reclamos,comprador,colgado por el agente
EMP0101,2/23/2025 23:13,CASE032128,teléfono,CL93744,reclamos,vendedor,colgado por el agente
EMP0279,2/15/2025 11:22,CASE036708,chat,CL57924,post-venta,vendedor,terminado por el cliente
EMP0147,3/6/2025 21:40,CASE017514,teléfono,CL44506,pre-venta,vendedor,falla
EMP0233,2/3/2025 00:44,CASE011694,teléfono,CL17536,post-venta,vendedor,terminado por el cliente
EMP0284,2/23/2025 12:30,CASE022934,teléfono,CL36516,reclamos,vendedor,terminado por el cliente
EMP0199,2/21/2025 21:12,CASE006304,chat,CL23829,post-venta,comprador,colgado por el agente
EMP0291,2/15/2025 18:10,CASE009794,chat,CL72368,pre-venta,comprador,terminado por el cliente
EMP0048,1/28/2025 12:49,CASE034681,chat,CL51208,post-venta,comprador,colgado por el agente
EMP0244,2/27/2025 22:52,CASE011154,teléfono,CL96289,reclamos,comprador,colgado por el agente
EMP0282,3/28/2025 21:19,CASE002214,chat,CL87569,pre-venta,comprador,falla
EMP0290,1/27/2025 07:30,CASE044086,teléfono,CL14531,post-venta,comprador,terminado por el cliente
EMP0175,3/29/2025 04:23,CASE041441,teléfono,CL78994,reclamos,vendedor,falla
EMP0242,3/13/2025 00:28,CASE032740,teléfono,CL48847,pre-venta,vendedor,colgado por el agente
EMP0122,2/22/2025 22:40,CASE022615,teléfono,CL43189,pre-venta,comprador,terminado por el cliente
EMP0057,1/23/2025 18:04,CASE044589,chat,CL71472,pre-venta,vendedor,falla
EMP0186,1/20/2025 03:53,CASE001253,teléfono,CL89569,pre-venta,vendedor,terminado por el cliente
EMP0233,2/27/2025 00:10,CASE019622,teléfono,CL94998,reclamos,vendedor,colgado por el agente
EMP0028,1/1/2025 07:13,CASE037058,teléfono,CL30629,post-venta,comprador,terminado por el cliente
EMP0057,2/12/2025 22:21,CASE026166,teléfono,CL25212,pre-venta,vendedor,colgado por el agente
EMP0214,2/13/2025 09:35,CASE012326,chat,CL20119,post-venta,vendedor,colgado por el agente
EMP0285,3/13/2025 04:24,CASE030321,teléfono,CL25600,pre-venta,comprador,terminado por el cliente
EMP0147,3/19/2025 22:39,CASE042203,chat,CL13927,pre-venta,vendedor,colgado por el agente
EMP0298,1/26/2025 19:44,CASE022593,teléfono,CL55314,pre-venta,comprador,terminado por el cliente
EMP0256,1/7/2025 04:30,CASE046401,chat,CL31984,post-venta,comprador,falla
EMP0177,1/9/2025 09:11,CASE041174,teléfono,CL53570,post-venta,vendedor,terminado por el cliente
EMP0181,3/19/2025 11:08,CASE029737,teléfono,CL13211,reclamos,comprador,colgado por el agente
EMP0168,2/28/2025 10:05,CASE010018,chat,CL61915,post-venta,vendedor,terminado por el cliente
EMP0151,2/13/2025 09:07,CASE015266,teléfono,CL99966,reclamos,comprador,terminado por el cliente
EMP0048,2/14/2025 15:44,CASE035928,chat,CL83218,post-venta,vendedor,falla
EMP0279,1/25/2025 07:51,CASE043169,teléfono,CL80812,post-venta,comprador,falla
EMP0066,2/24/2025 23:53,CASE027744,teléfono,CL88439,post-venta,vendedor,colgado por el agente
EMP0294,3/11/2025 22:09,CASE016290,teléfono,CL28737,post-venta,vendedor,colgado por el agente
EMP0183,1/29/2025 23:35,CASE008283,teléfono,CL31344,pre-venta,comprador,terminado por el cliente
EMP0212,3/11/2025 06:57,CASE001628,chat,CL40161,post-venta,comprador,falla
EMP0044,2/20/2025 04:06,CASE044963,teléfono,CL43745,reclamos,vendedor,colgado por el agente
EMP0279,1/12/2025 06:53,CASE003526,chat,CL57242,reclamos,vendedor,terminado por el cliente
EMP0071,1/15/2025 13:22,CASE048096,teléfono,CL98017,pre-venta,vendedor,falla
EMP0217,2/7/2025 09:19,CASE049241,teléfono,CL86935,reclamos,vendedor,falla
EMP0206,1/23/2025 22:26,CASE017330,chat,CL82393,reclamos,comprador,colgado por el agente
EMP0050,2/13/2025 20:34,CASE010625,teléfono,CL92324,reclamos,vendedor,falla
EMP0174,1/18/2025 11:17,CASE024630,teléfono,CL17157,post-venta,vendedor,falla
EMP0248,2/7/2025 02:30,CASE031766,teléfono,CL75398,post-venta,comprador,terminado por el cliente
EMP0218,2/3/2025 11:52,CASE009198,teléfono,CL50645,reclamos,comprador,falla
EMP0172,3/8/2025 15:00,CASE035011,chat,CL37481,pre-venta,vendedor,colgado por el agente
EMP0076,3/23/2025 18:34,CASE023795,teléfono,CL14741,pre-venta,vendedor,falla
EMP0022,1/16/2025 05:26,CASE020185,teléfono,CL41508,pre-venta,vendedor,terminado por el cliente
EMP0129,2/24/2025 19:02,CASE006250,teléfono,CL22943,reclamos,comprador,terminado por el cliente
EMP0077,2/13/2025 00:18,CASE045337,chat,CL46408,reclamos,vendedor,falla
EMP0106,1/24/2025 02:33,CASE038064,chat,CL96593,pre-venta,vendedor,colgado por el agente
EMP0205,1/22/2025 12:24,CASE004152,chat,CL14062,reclamos,comprador,terminado por el cliente
EMP0017,1/10/2025 05:24,CASE007349,teléfono,CL96997,pre-venta,vendedor,falla
EMP0096,2/24/2025 07:31,CASE035259,chat,CL18476,post-venta,comprador,falla
EMP0096,3/11/2025 20:39,CASE013270,teléfono,CL84352,reclamos,vendedor,falla
EMP0021,1/31/2025 19:37,CASE014700,chat,CL70670,pre-venta,vendedor,colgado por el agente
EMP0300,3/15/2025 03:31,CASE048224,chat,CL91721,pre-venta,vendedor,colgado por el agente
EMP0251,3/11/2025 12:04,CASE002075,teléfono,CL30969,pre-venta,comprador,falla
EMP0295,3/11/2025 08:49,CASE035930,chat,CL25113,post-venta,comprador,colgado por el agente
EMP0141,3/22/2025 15:51,CASE012580,chat,CL48915,reclamos,vendedor,terminado por el cliente
EMP0182,1/7/2025 00:54,CASE008964,chat,CL44312,pre-venta,vendedor,colgado por el agente
EMP0157,2/12/2025 12:47,CASE040272,chat,CL53821,reclamos,vendedor,falla
EMP0005,3/19/2025 10:54,CASE022371,chat,CL92128,pre-venta,vendedor,terminado por el cliente
EMP0203,1/29/2025 15:17,CASE008648,teléfono,CL14899,post-venta,comprador,colgado por el agente
EMP0041,1/4/2025 09:58,CASE040045,teléfono,CL92703,post-venta,comprador,falla
EMP0246,3/16/2025 11:26,CASE000080,teléfono,CL94939,reclamos,vendedor,colgado por el agente
EMP0004,2/12/2025 13:35,CASE014797,chat,CL75585,post-venta,comprador,terminado por el cliente
EMP0132,1/12/2025 00:30,CASE024411,chat,CL14047,reclamos,comprador,colgado por el agente
EMP0250,1/17/2025 22:58,CASE041957,chat,CL44581,pre-venta,comprador,colgado por el agente
EMP0222,1/5/2025 07:23,CASE001738,teléfono,CL68947,pre-venta,comprador,colgado por el agente
EMP0071,2/28/2025 07:07,CASE039500,chat,CL58246,post-venta,comprador,colgado por el agente
EMP0227,2/4/2025 08:53,CASE008859,chat,CL89405,post-venta,vendedor,terminado por el cliente
EMP0125,1/17/2025 16:33,CASE024515,teléfono,CL65910,pre-venta,vendedor,colgado por el agente
EMP0147,3/11/2025 02:55,CASE047441,chat,CL59052,reclamos,comprador,colgado por el agente
EMP0203,1/30/2025 01:13,CASE037779,teléfono,CL16832,post-venta,vendedor,falla
EMP0229,1/16/2025 13:53,CASE010649,teléfono,CL19593,reclamos,vendedor,colgado por el agente
EMP0130,1/18/2025 21:38,CASE025101,chat,CL32661,post-venta,vendedor,falla
EMP0007,2/9/2025 03:41,CASE041021,teléfono,CL30145,post-venta,vendedor,colgado por el agente
EMP0268,1/4/2025 07:12,CASE001507,chat,CL83620,reclamos,comprador,falla
EMP0028,3/3/2025 06:51,CASE018375,chat,CL34315,post-venta,vendedor,terminado por el cliente
EMP0197,2/4/2025 10:05,CASE040416,teléfono,CL43804,reclamos,vendedor,falla
EMP0050,1/20/2025 00:31,CASE015951,chat,CL85246,pre-venta,comprador,colgado por el agente
EMP0298,1/24/2025 05:44,CASE001898,chat,CL75799,reclamos,vendedor,terminado por el cliente
EMP0031,3/21/2025 19:01,CASE014045,teléfono,CL90995,post-venta,vendedor,colgado por el agente
EMP0222,2/3/2025 02:01,CASE016948,chat,CL99660,post-venta,comprador,falla
EMP0295,1/11/2025 06:57,CASE012928,teléfono,CL86922,pre-venta,vendedor,colgado por el agente
EMP0101,3/27/2025 11:28,CASE040694,chat,CL77311,reclamos,vendedor,falla
EMP0033,2/6/2025 15:13,CASE025230,chat,CL92812,pre-venta,vendedor,falla
EMP0294,2/19/2025 06:45,CASE046849,teléfono,CL60776,pre-venta,comprador,falla
EMP0242,3/24/2025 03:45,CASE001794,teléfono,CL96787,post-venta,vendedor,falla
EMP0026,2/19/2025 21:18,CASE032217,teléfono,CL97031,reclamos,vendedor,colgado por el agente
EMP0060,3/16/2025 22:20,CASE036067,teléfono,CL95754,post-venta,comprador,terminado por el cliente
EMP0162,2/7/2025 14:02,CASE043744,chat,CL21258,pre-venta,vendedor,colgado por el agente
EMP0181,2/18/2025 14:53,CASE037388,chat,CL42303,post-venta,comprador,falla
EMP0299,2/6/2025 04:19,CASE016695,chat,CL80827,pre-venta,comprador,colgado por el agente
EMP0219,3/12/2025 17:12,CASE037845,teléfono,CL65796,pre-venta,vendedor,falla
EMP0025,2/11/2025 10:47,CASE041000,chat,CL74547,reclamos,vendedor,colgado por el agente
EMP0250,1/10/2025 09:34,CASE001159,chat,CL79942,post-venta,vendedor,colgado por el agente
EMP0210,1/29/2025 18:36,CASE027332,chat,CL18014,post-venta,comprador,colgado por el agente
EMP0108,2/1/2025 19:09,CASE031545,chat,CL90449,pre-venta,comprador,terminado por el cliente
EMP0106,3/27/2025 20:22,CASE009131,chat,CL64580,pre-venta,vendedor,terminado por el cliente
EMP0212,3/1/2025 16:44,CASE043494,teléfono,CL26238,reclamos,comprador,colgado por el agente
EMP0240,3/7/2025 23:40,CASE012386,chat,CL98432,pre-venta,vendedor,falla
EMP0294,3/21/2025 00:19,CASE014893,teléfono,CL68114,reclamos,vendedor,terminado por el cliente
EMP0213,1/27/2025 09:11,CASE017542,teléfono,CL95831,reclamos,comprador,falla
EMP0138,3/12/2025 16:16,CASE020621,teléfono,CL62165,pre-venta,vendedor,terminado por el cliente
EMP0247,3/28/2025 05:44,CASE005602,chat,CL16822,reclamos,comprador,colgado por el agente
EMP0124,2/1/2025 23:30,CASE037472,teléfono,CL90402,pre-venta,vendedor,terminado por el cliente
EMP0197,3/13/2025 12:40,CASE016086,chat,CL37368,reclamos,comprador,falla
EMP0119,2/13/2025 09:25,CASE010136,chat,CL92075,post-venta,comprador,colgado por el agente
EMP0128,1/3/2025 11:22,CASE027889,chat,CL87275,reclamos,comprador,falla
EMP0065,2/11/2025 10:47,CASE036588,teléfono,CL11389,post-venta,comprador,falla
EMP0207,3/8/2025 05:20,CASE013566,chat,CL47938,post-venta,comprador,colgado por el agente
EMP0157,1/21/2025 13:51,CASE006342,teléfono,CL69297,reclamos,vendedor,colgado por el agente
EMP0054,1/4/2025 12:55,CASE033767,teléfono,CL77618,pre-venta,vendedor,colgado por el agente
EMP0152,3/24/2025 08:02,CASE045419,teléfono,CL47941,pre-venta,vendedor,falla
EMP0211,1/17/2025 03:32,CASE014306,teléfono,CL46520,post-venta,comprador,terminado por el cliente
EMP0026,3/24/2025 19:36,CASE025794,teléfono,CL68349,reclamos,comprador,terminado por el cliente
EMP0114,2/26/2025 09:34,CASE013888,chat,CL68135,post-venta,comprador,terminado por el cliente
EMP0263,3/16/2025 19:49,CASE041639,chat,CL28251,pre-venta,vendedor,falla
EMP0260,1/4/2025 18:57,CASE034984,teléfono,CL62954,post-venta,vendedor,colgado por el agente
